DIRECTORIO;TIP_FOR;P1;P1S1;P2;P2S1;P5;CTL_1;P8R;P9;P10R;P11R;P12;P13;P15R;P16S1;P16S2;P16S3;P16S4;P16S5;P16S6;P16S7;P16S8;P16S9;P17;P17S1;P17S2;P17S3;P17S4;P17S5;P17S6;P17S7;P17S8;P17S9;P17S10;P18;P19;P20;P20S1;P20S2;P20S3;P20S4;P20S5;P20S1A1;P20S2A1;P20S3A1;P20S4A1;P20S5A1;P21R;P22;P23;P23S1R;P24;P25;P26;P26S1;P26S2;P26S3;P26S4;P26S5;P26S6;P26_1;P26_2S1;P26_2S2;P26_2S3;P26_2S4;P26_2S5;P26_2S6;P26_2S7;P26_2S8;P27;P28R;P29;P30;P30S1;P30S2;P30S3;P30S4;P30S5;P30S6;P30S7;P30S8;P30S9;P30S1A1;P30S2A1;P30S3A1;P30S4A1;P30S5A1;P30S6A1;P30S7A1;P30S8A1;P30S9A1;P30_1;P30_2;P31;P32;P32S1;P32S2;P32S3;P32S4;P32S5;P32S6;P32S7;P32S8;P33;P33S1;P33S2;P33S3;P33S4;P33S5;P33S6;P33_1;P33_2;P33_2S1;P33_2S2;P33_2S3;P33_2S4;P33_2S5;P34;P35;P36R;P37S1;P37S2;P37S3;P37S4;P37S5;P37S6;P37S7;COMPLETA
120433;1;76;76001;1;03;1;1;57;1;5;2;1;1;1;4;4;3;3;4;2;3;4;3;1;;;;;;;;;1;;11;;;2;2;2;2;2;;;;;;1;7;;32;2;9;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;1;2;1;2;2;1;2;2;2;20;;20;;;15;;;;3;;2;;;;;;;;;;;1;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120434;1;17;17001;1;08;4;1;27;1;5;1;1;1;2;4;4;3;4;4;4;4;4;4;1;;;;;;;;;;1;11;;;2;2;2;2;2;;;;;;1;7;;18;9;3;;2;2;1;2;2;2;3;;1;;;;;;;1;4;5;;1;1;1;2;2;1;2;2;2;9;15;9;;;10;;;;6;1;2;;;;;;;;;;;2;2;1;2;2;2;1;;2;2;1;2;2;1;;;;;;;;;;1
120435;1;05;05001;1;10;2;1;42;1;3;1;1;3;2;4;4;2;4;4;4;4;4;4;2;;;;;;;;;;;;;;1;1;1;1;2;1;1;1;1;;1;1;;20;9;3;;2;2;1;2;2;2;3;;1;1;1;1;1;1;1;1;3;5;;1;1;1;2;1;2;2;2;2;12;18;16;;16;;;;;5;;2;;;;;;;;;;;2;2;2;1;2;2;1;;2;2;2;2;1;1;;;;;;;;;;1
120436;1;68;68001;1;15;1;1;37;1;3;1;1;1;2;4;4;4;4;3;4;4;4;3;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;11;1;9;;2;2;2;2;2;2;;;;;;;;;;1;3;5;;1;1;1;2;2;2;2;2;2;15;13;14;;;;;;;3;;1;2;;;;;;;;1;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120437;1;76;76001;1;04;1;1;34;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;1;;1;;;;;;;;;1;1;;2;2;2;2;2;;;;;;1;1;;20;1;9;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;2;2;2;2;1;2;2;2;2;;;;;17;;;;;5;;2;;;;;;;;;;;1;2;2;2;2;2;1;;1;2;1;1;1;1;;;;;;;;;;1
120438;1;05;05001;1;10;2;1;52;1;5;1;1;3;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;2;;45;1;9;;2;2;1;2;2;2;3;;1;1;1;;1;1;1;1;2;5;;1;1;2;2;1;1;2;2;2;7;8;;;8;8;;;;6;3;1;1;;;;;;;;;;1;2;1;2;2;2;1;;1;2;2;1;1;1;;;;;;;;;;1
120439;1;17;17001;1;08;4;1;21;1;3;2;1;1;2;4;4;3;4;3;4;4;4;3;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;3;7;9;;2;2;2;2;2;1;6;1;1;;;;;;;1;3;9;;2;2;1;1;2;1;2;2;2;;;14;16;;18;;;;4;;2;;;;;;;;;;;1;2;1;2;2;2;1;;2;2;1;1;2;1;;;;;;;;;;1
120440;2;76;76001;1;03;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;38;;;;1;;;;1
120441;1;05;05001;1;10;2;1;73;1;5;1;1;3;1;3;4;3;4;4;4;4;4;4;1;;;;;;;;;;1;11;;;2;2;2;2;2;;;;;;1;6;;15;5;9;;2;2;1;2;2;2;3;1;1;1;1;1;1;1;1;1;2;3;;1;1;1;2;2;2;2;2;2;16;20;15;;;;;;;1;;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
120442;2;76;76001;1;03;1;1;73;2;3;1;1;1;2;3;4;4;4;4;3;4;4;3;1;;;;;1;;;;1;;3;1;;2;2;2;2;2;;;;;;1;7;;20;2;3;;2;1;2;1;2;2;4;;1;;;;;;1;1;2;4;;1;2;1;2;2;1;2;2;2;12;;20;;;45;;;;6;2;1;1;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120443;1;17;17001;1;08;4;1;26;1;5;1;1;1;2;4;4;3;4;4;4;4;3;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;4;1;3;;2;2;2;2;2;2;;;;;;;;;;1;3;1;;1;2;2;2;2;1;2;2;2;10;;;;;13;;;;6;2;2;;;;;;;;;;;2;2;1;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120444;2;76;76001;1;03;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;37;1;;;;;;;1
120445;2;05;05001;1;10;2;1;31;1;3;2;1;3;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;10;1;1;;2;2;1;2;2;2;3;;1;1;1;1;1;1;1;1;4;1;;2;2;1;1;1;1;1;2;2;;;15;16;17;18;19;;;6;4;1;2;;;;;;;1;;;2;2;2;2;2;2;2;;2;2;1;2;2;1;;;;;;;;;;1
120446;2;76;76001;1;03;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;48;;;;;;;1;1
120447;1;17;17001;1;08;4;1;27;1;3;2;2;1;1;4;4;4;3;3;4;4;4;3;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;2;7;;4;5;1;;2;2;2;2;2;2;;;;;;;;;;1;4;1;;1;1;1;2;2;1;2;1;1;7;17;16;;;23;;6;16;3;;1;1;;;;;;;;;;2;2;1;2;2;2;2;;1;2;1;2;1;1;;;;;;;;;;1
120448;1;76;76001;1;03;1;1;53;1;3;2;1;1;2;4;4;2;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;2;2;;40;4;9;;2;2;2;2;2;2;;;;;;;;;;1;6;4;;2;1;2;2;2;2;2;2;2;;40;;;;;;;;2;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120450;1;05;05001;1;10;2;1;33;2;3;1;1;3;2;4;4;2;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;15;7;2;;2;2;1;2;2;2;3;;1;1;;;;1;1;1;3;5;;1;1;1;1;2;2;2;2;2;12;20;14;20;;;;;;3;;1;1;;;;;;;;;;2;2;1;2;2;2;1;;1;2;1;2;2;2;;;;;;;;;;1
120451;1;17;17001;1;08;4;1;45;1;3;1;1;1;2;4;4;4;4;4;3;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;11;;34;2;1;;1;2;2;2;2;2;1;1;1;1;;;;;1;1;2;4;;1;1;1;2;1;1;2;2;2;9;13;11;;16;13;;;;3;;2;;;;;;;;;;;2;2;2;2;2;2;1;;1;1;1;1;2;1;;;;;;;;;;1
120453;1;05;05001;1;10;2;1;38;1;3;1;1;3;2;4;4;1;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;20;7;1;;2;2;1;2;2;2;3;;1;1;1;1;1;1;1;2;13;1;;1;2;1;2;2;1;2;2;2;12;;12;;;20;;;;6;2;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120454;1;05;05001;1;10;2;1;22;1;3;1;1;3;2;4;4;3;4;4;4;4;2;3;1;;;;;;;;1;;;11;;;2;2;2;2;2;;;;;;1;1;;2;10;3;;2;1;2;2;1;2;5;;1;1;;;1;;1;1;2;1;;1;2;2;2;1;2;2;2;2;9;;;;16;;;;;5;;1;1;;;;;;;;;;2;2;2;2;1;2;1;;2;2;2;2;1;1;;;;;;;;;;1
120455;1;17;17001;1;08;1;1;64;1;3;1;1;1;2;2;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;32;7;9;;2;2;2;2;2;2;;;;;;;;;;1;2;1;;1;2;2;2;2;2;2;2;2;18;;;;;;;;;1;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120456;1;76;76001;1;03;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;30;;1;;;;;;1
120457;2;05;05001;1;10;2;1;43;1;3;1;1;3;2;4;4;4;4;4;4;4;4;4;1;;;;;1;;;;;;3;1;;2;2;2;2;2;;;;;;2;7;;32;9;9;;2;2;1;2;2;2;3;;1;1;1;;1;1;1;2;2;5;;2;2;1;2;1;1;2;2;2;;;11;;18;19;;;;6;1;1;1;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
120458;1;17;17001;1;08;4;1;40;1;3;2;1;2;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;2;;10;2;3;;1;2;2;2;2;2;1;;;;;;;;1;1;3;3;;1;1;1;2;2;2;2;2;2;18;18;20;;;;;;;2;;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
120459;1;05;05001;1;10;2;1;34;1;5;2;1;3;1;2;4;2;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;2;1;;9;1;1;;1;2;1;2;2;2;1;1;;;;;;;;1;2;5;;1;1;2;2;2;1;2;2;2;5;5;;;;5;;;;6;1;2;;;;;;;;;;;2;2;1;2;2;2;2;;1;2;2;2;1;1;;;;;;;;;;1
120460;1;76;76001;1;03;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;38;;;;;1;;;1
120461;1;76;76001;1;09;1;1;36;1;1;2;1;1;1;4;4;4;4;4;4;4;4;4;1;;;;;;;;;;1;4;;;2;2;1;2;2;;;1;;;1;2;;11;4;9;;2;2;2;2;1;2;5;;;;;;;1;;1;4;2;;1;1;1;2;2;2;2;2;2;6;20;17;;;;;;;3;;2;;;;;;;;;;;2;2;1;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120462;1;05;05001;1;10;2;1;32;1;5;1;1;3;2;4;4;2;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;1;1;1;;2;2;1;1;2;2;4;;1;1;;1;;1;1;1;3;9;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;2;;;;;;;;1;;1;2;2;2;1;2;1;;2;2;2;1;2;1;;;;;;;;;;1
120463;1;05;05001;1;10;2;1;33;1;3;1;1;3;2;4;4;4;4;4;4;4;4;4;1;;;;;1;;;;;;11;;;2;2;2;2;2;;;;;;1;1;;4;1;3;;2;2;1;2;2;2;3;;1;1;1;;;;1;1;4;9;;1;2;1;2;1;1;2;2;2;9;;9;;12;29;;;;6;1;1;1;;;;;;;;;;2;2;1;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120464;1;17;17001;1;08;4;1;34;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;4;;1;1;1;;1;2;2;2;1;1;1;;1;;;;;;;1;2;5;;1;2;2;2;2;1;2;2;2;20;;;;;12;;;;6;1;2;;;;;;;;;;;2;2;2;2;2;2;1;;1;2;2;2;2;1;;;;;;;;;;1
120465;1;76;76001;1;04;1;1;75;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;2;;60;2;1;;2;2;2;2;2;2;;;;;;;;;;1;3;5;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120466;2;76;76001;1;03;1;1;46;1;3;1;1;1;2;4;4;3;1;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;2;;42;1;3;;1;2;2;2;2;2;1;1;1;;;;;;;1;2;5;;1;2;1;2;2;1;2;2;2;10;;10;;;10;;;;6;2;2;;;;;;;;;;;1;2;1;2;1;2;2;;2;2;2;2;1;1;;;;;;;;;;1
120467;1;76;76001;1;03;1;1;75;1;3;2;1;1;2;4;4;4;1;4;4;1;4;2;2;;;;;;;;;;;;;;1;2;2;2;2;2;;;;;1;7;;40;8;8;;2;1;1;2;2;2;3;1;1;;;;;;1;1;3;5;;1;2;2;2;2;2;2;2;2;13;;;;;;;;;1;;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;2;;;;;;;;;;1
120468;1;17;17001;1;08;1;1;42;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;;;;;;1;3;1;;2;2;2;2;2;;;;;;1;7;;20;7;1;;1;2;2;2;2;2;1;1;1;1;;;;;;1;3;1;;1;1;1;2;2;1;2;2;2;22;18;22;;;23;;;;6;2;2;;;;;;;;;;;1;1;1;2;1;2;1;;2;2;2;2;2;1;;;;;;;;;;1
120469;1;05;05001;1;10;2;1;64;1;3;1;1;3;2;3;4;3;4;4;4;4;4;4;1;;;;;;;;;;1;3;1;;2;2;2;2;2;;;;;;1;11;;24;4;9;;2;2;1;2;2;1;3;;1;1;1;1;1;1;1;1;2;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;1;1;;;;;;;;;;1
120470;1;05;05001;1;10;2;1;27;1;3;1;1;3;2;4;4;4;2;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;1;1;7;;2;2;2;2;1;2;5;;1;1;;;1;;1;1;2;9;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120471;2;05;05001;1;11;1;1;46;1;3;1;1;3;2;4;4;4;4;4;4;4;3;4;1;;;;;;1;;;;;3;1;;2;2;2;2;2;;;;;;1;7;;2;1;9;;2;2;2;2;2;2;;;;;;;;;;1;4;1;;1;1;1;2;1;1;2;2;2;15;16;16;;23;20;;;;6;1;1;1;;;;;;;;;;2;2;2;2;1;2;1;;1;2;2;2;1;1;;;;;;;;;;1
120472;1;17;17001;1;08;4;1;66;1;3;1;1;1;2;3;4;4;3;4;4;3;4;4;1;;;;;;;;;;1;1;1;;2;2;2;2;2;;;;;;1;2;;15;2;9;;2;1;1;2;2;2;3;;1;;;;;1;1;1;2;5;;1;1;1;2;2;2;2;2;2;25;25;25;;;;;;;2;;1;1;;;;;;;;;;1;2;2;2;2;2;1;;1;2;2;1;2;1;;;;;;;;;;1
120473;2;76;76001;1;09;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;27;;;;;1;;;1
120474;1;05;05001;1;10;2;1;37;1;3;1;1;1;2;4;4;3;4;4;4;4;4;4;1;;;;;;;;;;1;11;;;2;2;2;2;2;;;;;;1;1;;6;2;9;;2;2;1;2;2;2;3;;1;;;;;;1;1;3;5;;1;1;2;1;1;1;1;1;1;8;8;;8;8;8;8;8;8;6;2;1;1;;;;;;;;;;1;1;1;1;1;1;1;;2;2;2;2;2;1;;;;;;;;;;1
120476;1;05;05001;1;10;2;1;40;1;3;1;1;3;2;3;4;4;4;3;4;4;4;4;1;;;;;;1;;;;;11;;;2;2;2;2;2;;;;;;1;11;;0;11;3;;2;2;2;2;1;2;5;;1;1;1;1;1;;1;1;4;9;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;2;;;;;;;;1;;2;2;2;2;1;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120477;1;76;76001;1;03;2;1;30;1;3;2;1;3;1;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;8;10;1;;2;2;1;2;2;2;3;;1;1;1;1;1;1;1;1;4;9;;1;1;1;2;1;2;2;2;2;14;14;16;;14;;;;;5;;1;1;;;;;;;;;;2;2;1;1;1;2;1;;2;2;2;1;1;1;;;;;;;;;;1
120478;1;76;76001;1;09;1;1;62;1;3;1;1;1;1;2;4;2;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;11;;2;9;1;;2;2;1;2;2;2;3;1;;1;;;;;;1;6;3;;1;1;2;2;2;2;2;2;2;20;20;;;;;;;;1;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;1;1;;;;;;;;;;1
120479;1;17;17001;1;08;4;1;22;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;1;2;2;2;;2;;;;1;2;;0;1;1;;2;2;2;2;2;2;;;;;;;;;;1;2;1;;2;2;2;2;1;2;2;2;2;;;;;21;;;;;5;;1;2;1;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120480;1;05;05001;1;10;2;1;62;1;3;1;1;3;2;4;4;4;2;4;4;4;4;4;1;;;;;;;;;;1;1;1;;2;2;2;2;2;;;;;;1;6;;12;5;3;;2;1;1;2;2;2;3;;1;1;1;1;1;1;1;1;3;9;;1;1;2;2;2;2;2;2;2;10;11;;;;;;;;1;;1;1;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
120481;1;05;05001;1;10;2;1;38;1;5;2;1;3;2;4;4;4;4;4;4;4;3;3;2;;;;;;;;;;;;;;2;2;2;1;2;;;;1;;1;1;;10;1;3;;2;2;1;2;2;2;3;;1;1;1;1;1;1;1;1;2;5;;1;1;2;2;1;2;2;2;2;15;15;;;15;;;;;1;;1;1;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
120482;1;76;76001;1;03;1;1;56;1;3;1;1;2;1;4;4;3;2;4;4;4;4;4;1;;;;;;1;;;;;1;1;;2;2;2;2;2;;;;;;1;2;;20;4;9;;2;2;2;2;2;2;;;;;;;;;;1;3;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;2;;;;;;;1;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120483;1;68;68001;1;03;2;1;46;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;2;;2;2;9;;2;2;2;2;2;2;;;;;;;;;;1;3;1;;2;2;1;2;2;1;2;2;2;;;10;;;15;;;;6;2;1;1;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
120484;1;05;05001;1;10;2;1;18;1;3;2;1;3;2;4;4;4;3;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;1;2;;;;1;;1;7;;5;2;1;;2;2;1;2;2;2;3;;1;1;1;1;1;1;1;2;13;4;;2;2;2;1;2;1;2;2;2;;;;10;;10;;;;6;1;1;1;;;;;;;;;;2;2;2;2;2;2;1;;2;1;1;2;2;1;;;;;;;;;;1
120485;2;76;76001;1;09;1;1;31;1;5;2;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;5;1;9;;2;2;2;2;2;2;;;;;;;;;;1;4;6;;1;2;1;2;1;1;1;1;1;16;;20;;20;20;20;20;20;6;1;2;;;;;;;;;;;1;2;2;2;1;2;1;;1;2;1;1;1;1;;;;;;;;;;1
120486;1;76;76001;1;03;1;1;32;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;2;;5;2;1;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;2;2;1;2;2;1;2;2;2;;;9;;;29;;;;6;1;1;2;;;;;;;1;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120487;1;68;68001;1;03;2;1;32;1;3;1;1;1;2;4;4;4;3;4;4;4;4;3;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;6;1;3;;2;1;2;1;2;2;4;;1;1;1;;1;;1;1;2;4;;2;2;1;2;2;2;2;2;2;;;13;;;;;;;3;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120488;1;76;76001;1;03;2;1;31;1;5;2;1;3;2;4;4;2;4;4;4;4;4;4;1;;1;;;;;;;;;3;1;;2;2;2;2;2;;;;;;2;1;;23;1;1;;1;2;2;2;2;2;1;;;;1;;;;;2;2;4;;1;2;1;2;2;1;2;2;2;6;;5;;;8;;;;6;1;1;1;;;;;;;;;;1;2;1;1;2;2;2;;2;2;1;2;2;1;;;;;;;;;;1
120489;2;68;68001;1;15;1;1;32;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;1;;1;;;;;;;;;9;;;2;2;2;2;2;;;;;;1;1;;15;1;3;;2;2;2;1;2;2;4;;1;;;;1;;1;1;4;5;;2;2;1;2;2;1;2;1;2;;;18;;;18;;18;;6;1;1;2;1;;;;;;;;;1;2;1;1;1;2;1;;1;2;1;2;2;1;;;;;;;;;;1
120490;1;76;76001;1;03;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;38;;1;;;;;;1
120492;1;05;05001;1;10;2;1;42;1;5;1;1;3;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;4;;10;1;3;;2;2;1;2;2;2;3;;1;1;1;;1;;1;1;2;1;;1;1;1;1;1;2;2;2;2;10;17;10;20;20;;;;;3;;2;;;;;;;;;;;2;2;1;1;2;2;1;;1;2;2;1;1;1;;;;;;;;;;1
120493;1;05;05001;1;10;2;1;54;1;3;1;1;3;2;4;4;2;4;4;4;4;4;4;1;;;;;;;;;;1;1;2;;2;2;2;1;2;;;;1;;1;2;;12;2;6;;1;2;1;2;2;2;3;;1;1;;;;1;1;1;2;3;;2;1;2;2;2;1;2;2;2;;15;;;;15;;;;6;2;1;1;;;;;;;;;;2;2;1;2;2;2;2;;2;2;2;2;1;1;;;;;;;;;;1
120494;1;68;68001;1;03;2;1;35;2;3;1;1;1;2;1;4;4;4;4;4;4;4;4;1;;;;;;1;;;;;1;1;;2;2;2;2;2;;;;;;1;7;;20;1;6;;2;1;1;1;1;2;2;;1;;1;;;;1;1;2;4;;1;2;1;2;2;1;2;2;1;12;;12;;;30;;;12;6;1;1;1;;;;;;;;;;1;1;1;2;1;2;2;;1;2;2;2;2;1;;;;;;;;;;1
120495;1;76;76001;1;03;1;1;22;1;3;1;1;2;1;3;4;3;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;1;1;3;;2;2;2;2;2;2;;;;;;;;;;1;3;5;;1;2;2;2;2;1;1;1;2;13;;;;;15;15;15;;7;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120496;1;68;68001;1;01;1;1;39;1;3;1;1;1;2;4;4;4;4;3;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;7;1;2;;1;2;1;2;2;2;1;1;1;;;;;;1;1;4;5;;2;1;2;2;2;1;2;2;2;;14;;;;7;;;;6;1;1;1;;;;;;;;;;2;1;1;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
120497;2;05;05001;1;10;2;1;61;1;3;1;1;3;2;4;4;1;2;4;4;3;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;12;7;6;;2;2;1;2;2;2;3;;1;1;1;;1;1;;1;4;5;;1;1;1;2;1;1;2;1;2;10;10;10;;14;23;;13;;6;2;1;1;;;;;;;;;;2;2;2;2;1;2;2;;2;2;2;1;1;1;;;;;;;;;;1
120498;1;68;68001;1;03;2;1;49;1;3;2;1;1;2;4;4;3;2;4;4;4;4;3;1;;;;;1;;;;;;11;;;2;2;2;2;2;;;;;;1;1;;30;1;1;;1;2;2;2;2;2;1;1;;;;;;;;1;3;1;;1;1;1;1;1;1;2;1;1;17;17;17;17;17;17;;17;17;6;1;1;1;;;;;;;;;;1;1;1;2;2;2;1;;1;2;1;1;1;1;;;;;;;;;;1
120499;2;76;76001;1;03;1;1;75;1;5;1;1;1;2;3;4;3;4;3;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;25;1;9;;2;1;2;2;2;2;2;;1;;;;;;;1;3;4;;2;1;2;2;2;1;2;2;1;;16;;;;25;;;30;6;2;1;2;;;;;;;1;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120500;1;05;05001;1;10;2;1;60;1;3;1;1;3;2;4;4;2;4;4;4;4;4;4;1;;;;;;1;;;;;9;;;2;2;2;2;2;;;;;;1;2;;50;2;3;;2;2;1;2;1;2;3;;1;1;1;1;1;1;1;1;2;1;;2;2;1;2;2;1;2;2;2;;;10;;;18;;;;3;;1;2;;;;;;;1;;;2;2;2;2;2;2;2;;2;2;2;2;1;1;;;;;;;;;;1
120501;1;17;17001;1;05;1;1;29;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;10;5;1;;1;2;2;2;2;2;1;;1;;;;;;;1;3;5;;1;2;1;2;2;1;2;2;2;14;;14;;;14;;;;6;1;1;2;;;;;;;1;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120502;1;17;17001;1;08;4;1;38;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;2;;27;9;3;;2;2;2;2;2;2;;;;;;;;;;2;13;5;;1;1;1;1;1;1;2;1;2;13;17;17;17;17;22;;11;;6;3;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
