DIRECTORIO;TIP_FOR;P1;P1S1;P2;P2S1;P5;CTL_1;P8R;P9;P10R;P11R;P12;P13;P15R;P16S1;P16S2;P16S3;P16S4;P16S5;P16S6;P16S7;P16S8;P16S9;P17;P17S1;P17S2;P17S3;P17S4;P17S5;P17S6;P17S7;P17S8;P17S9;P17S10;P18;P19;P20;P20S1;P20S2;P20S3;P20S4;P20S5;P20S1A1;P20S2A1;P20S3A1;P20S4A1;P20S5A1;P21R;P22;P23;P23S1R;P24;P25;P26;P26S1;P26S2;P26S3;P26S4;P26S5;P26S6;P26_1;P26_2S1;P26_2S2;P26_2S3;P26_2S4;P26_2S5;P26_2S6;P26_2S7;P26_2S8;P27;P28R;P29;P30;P30S1;P30S2;P30S3;P30S4;P30S5;P30S6;P30S7;P30S8;P30S9;P30S1A1;P30S2A1;P30S3A1;P30S4A1;P30S5A1;P30S6A1;P30S7A1;P30S8A1;P30S9A1;P30_1;P30_2;P31;P32;P32S1;P32S2;P32S3;P32S4;P32S5;P32S6;P32S7;P32S8;P33;P33S1;P33S2;P33S3;P33S4;P33S5;P33S6;P33_1;P33_2;P33_2S1;P33_2S2;P33_2S3;P33_2S4;P33_2S5;P34;P35;P36R;P37S1;P37S2;P37S3;P37S4;P37S5;P37S6;P37S7;COMPLETA
131177;2;08;08001;1;03;1;1;58;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;;;;1;1;;8;;;2;2;2;2;2;;;;;;1;5;;6;4;3;;1;2;1;2;1;2;3;;1;;;;;1;;1;3;5;;1;2;2;2;2;2;2;2;2;16;;;;;;;;;1;;1;1;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131178;2;08;08001;1;05;1;1;52;1;3;1;1;1;2;4;4;3;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;1;4;3;;2;2;2;2;2;2;;;;;;;;;;1;3;1;;1;1;2;2;2;1;2;1;2;13;14;;;;14;;13;;1;;1;2;;;;;;;1;1;;2;2;1;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
131179;2;08;08001;1;03;1;1;62;1;3;1;1;1;2;2;4;2;4;4;4;4;4;4;1;;;;;;;;1;;;10;;;2;2;2;2;2;;;;;;1;11;;0;4;6;;2;2;2;1;2;2;4;1;;;;;;;;1;3;5;;2;1;2;2;2;2;2;2;2;;20;;;;;;;;2;;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
131180;2;08;08001;1;03;1;1;25;1;5;2;1;1;2;3;4;3;4;4;4;4;3;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;3;1;9;;2;2;2;2;2;2;;;;;;;;;;1;3;5;;1;2;1;2;1;1;2;1;2;14;;15;;15;15;;15;;6;2;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
131181;1;68;68307;1;;1;1;39;1;5;2;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;2;;4;2;9;;2;2;2;2;2;2;;;;;;;;;;2;13;5;;1;2;1;2;2;2;2;2;2;12;;15;;;;;;;3;;1;1;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131182;2;08;08001;1;05;1;1;64;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;;;;;1;;11;;;2;2;2;2;2;;;;;;1;9;;4;11;7;;2;2;2;2;1;2;5;;1;;;;;;;1;2;5;;2;1;2;2;2;2;2;2;2;;22;;;;;;;;2;;2;;;;;;;;;;;2;2;2;2;1;2;1;;2;2;2;2;2;1;;;;;;;;;;1
131183;2;08;08001;1;03;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;32;;;;;1;;;1
131184;2;08;08001;1;01;1;1;75;1;3;2;1;1;2;3;4;3;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;4;7;9;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131185;2;08;08001;1;03;1;1;49;2;3;2;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;30;7;9;;2;2;2;2;2;2;;;;;;;;;;1;4;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;1;2;2;2;1;;2;1;2;2;2;1;;;;;;;;;;1
131186;2;08;08001;1;05;1;1;63;1;3;1;1;1;2;4;4;3;3;4;4;4;4;3;1;;;;;1;1;;;1;;1;1;;1;1;2;2;2;1;1;;;;1;1;;30;4;9;;2;1;2;2;2;2;2;;1;;;;;;1;1;2;5;;2;1;1;2;1;2;2;2;2;;15;15;;20;;;;;3;;2;;;;;;;;;;;2;2;1;2;1;2;1;;2;2;2;2;1;1;;;;;;;;;;1
131187;2;08;08001;1;03;1;1;56;1;3;2;1;1;1;4;4;3;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;6;;39;5;6;;2;1;2;2;2;2;2;;1;1;;;;;1;2;13;1;;2;1;2;2;2;2;2;2;2;;15;;;;;;;;2;;2;;;;;;;;;;;2;2;1;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
131188;2;08;08001;1;04;1;1;49;1;5;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;30;1;1;;2;2;1;2;2;2;3;;;1;1;;;;;2;13;5;;1;2;1;2;2;2;2;1;2;15;;15;;;;;15;;8;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131189;2;08;08001;1;03;1;1;15;1;2;2;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;;1;;;;;11;;;2;2;2;2;2;;;;;;1;5;;0;4;1;;1;2;2;2;2;2;1;;1;;;;;;;1;3;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;;;;;;;;;;;1
131190;2;08;08001;1;02;1;1;61;1;3;2;1;1;2;4;4;2;4;3;4;4;4;4;1;1;;;;;;;;;;3;1;;1;2;2;2;2;2;;;;;1;7;;10;7;6;;1;1;2;2;2;2;1;1;1;;;;;;;1;4;5;;1;1;2;2;2;1;2;2;1;20;20;;;;20;;;20;1;;2;;;;;;;;;;;2;2;1;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
131191;2;08;08001;1;02;1;1;38;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;6;;0;5;9;;2;2;2;2;2;2;;;;;;;;;;1;3;5;;2;2;1;2;1;2;2;2;2;;;27;;8;;;;;5;;1;2;;;;;;;1;;;2;2;1;2;2;2;2;;1;2;2;1;1;1;;;;;;;;;;1
131192;2;08;08001;1;02;1;1;49;1;3;1;1;1;1;4;4;2;2;4;4;4;4;4;1;;;;;;;;1;;;10;;;1;2;2;2;2;1;;;;;1;5;;22;5;7;;2;1;2;2;2;2;2;;1;1;1;;;;1;1;3;1;;1;2;1;2;1;2;2;2;2;15;;25;;25;;;;;1;;1;2;;;1;;;;;;;2;2;1;2;2;2;1;;2;2;2;2;1;1;;;;;;;;;;1
131193;2;08;08001;1;03;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;30;;;;;1;;;1
131194;2;08;08001;1;03;1;1;33;1;5;2;1;1;2;4;4;4;3;4;4;4;4;4;1;;;;;;1;;;;;10;;;2;2;2;2;2;;;;;;1;7;;12;8;9;;2;1;2;2;2;2;2;1;1;;;;;;;2;13;5;;1;1;1;2;1;1;2;2;2;19;15;30;;30;30;;;;6;1;2;;;;;;;;;;;2;2;1;2;2;2;1;;1;2;2;1;1;1;;;;;;;;;;1
131195;2;08;08001;1;02;1;1;69;1;3;2;1;1;1;4;4;4;4;3;3;4;3;4;1;;;;;;;;;;1;11;;;2;2;2;2;2;;;;;;1;7;;35;7;6;;1;2;2;2;1;2;5;;1;;;;;;;1;2;1;;2;1;2;2;2;2;2;2;2;;21;;;;;;;;2;;2;;;;;;;;;;;2;2;1;2;1;2;1;;1;2;1;2;1;1;;;;;;;;;;1
131196;2;08;08001;1;03;1;1;32;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;20;1;9;;2;2;2;2;2;2;;;;;;;;;;1;2;1;;1;1;1;2;2;2;2;2;2;14;14;14;;;;;;;3;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131197;2;08;08001;1;03;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;53;;;1;;;;;1
131198;2;08;08001;1;02;1;1;15;2;2;2;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;5;;2;4;1;;1;2;2;2;2;2;1;1;1;;;;;;;1;2;4;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;;;;;;;;;;;1
131199;2;08;08001;1;05;1;1;20;1;5;2;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;5;;0;4;1;;2;2;2;2;2;2;;;;;;;;;;1;4;1;;1;1;1;2;2;2;2;2;2;16;16;16;;;;;;;3;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131200;2;08;08001;1;05;1;1;25;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;5;7;1;;1;2;2;2;2;2;1;;1;;;;;;;1;5;1;;2;1;1;2;1;1;2;2;2;;15;12;;15;15;;;;6;2;2;;;;;;;;;;;2;2;1;1;2;2;1;;2;2;2;1;1;1;;;;;;;;;;1
131201;2;05;05129;1;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;54;;;;;1;;;1
131202;2;08;08001;1;02;1;1;24;1;5;2;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;;1;;;;;11;;;2;2;2;2;2;;;;;;1;1;;0;1;4;;2;2;2;2;2;2;;;;;;;;;;1;4;1;;1;2;1;2;1;1;2;2;2;15;;15;;23;23;;;;6;2;2;;;;;;;;;;;1;1;1;1;2;2;2;;1;2;2;1;1;1;;;;;;;;;;1
131203;2;08;08001;1;02;1;1;40;1;3;1;1;1;2;4;4;4;4;4;4;4;4;3;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;2;;0;2;1;;1;2;2;1;1;2;4;1;1;;;;;;1;2;2;5;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;1;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131204;2;08;08001;1;04;1;1;61;1;5;2;1;1;2;2;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;5;;0;4;6;;2;2;2;2;2;2;;;;;;;;;;1;3;4;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;2;2;2;1;2;;2;2;2;2;1;1;;;;;;;;;;1
131205;2;08;08001;1;03;1;1;44;1;3;1;1;1;2;4;4;3;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;15;7;9;;2;2;2;2;2;2;;;;;;;;;;1;3;4;;2;1;2;2;2;2;2;2;2;;30;;;;;;;;2;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131206;2;08;08001;1;04;1;1;32;1;5;2;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;5;;0;4;1;;2;2;2;2;2;2;;;;;;;;;;1;4;3;;1;2;1;2;2;2;2;2;2;13;;20;;;;;;;1;;2;;;;;;;;;;;2;2;1;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131207;2;08;08001;1;03;1;1;33;1;5;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;3;1;9;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;2;2;2;2;2;1;2;1;2;;;;;;20;;20;;6;1;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131208;2;08;08001;1;04;1;1;48;2;3;1;1;1;2;4;4;3;4;4;4;4;4;4;1;;;;;;1;;;;;11;;;2;2;2;2;2;;;;;;1;11;;9;4;6;;1;1;2;2;2;2;2;;1;;;;;;;2;13;4;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;2;2;2;1;1;;2;2;2;2;1;1;;;;;;;;;;1
131209;2;05;05129;1;;1;1;34;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;15;1;9;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;1;2;1;2;2;1;2;2;2;15;;15;;;15;;;;6;1;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131210;2;08;08001;1;03;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;45;;;;;1;;;1
131211;2;08;08001;1;03;1;1;35;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;4;;20;7;1;;2;2;2;2;2;2;;;;;;;;;;1;4;5;;1;1;1;2;1;2;2;1;2;10;11;9;;11;;;13;;1;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;1;1;;;;;;;;;;1
131212;2;08;08001;1;04;1;1;50;2;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;22;9;1;;2;2;2;2;2;2;;;;;;;;;;1;3;5;;2;2;1;2;1;1;2;2;2;;;11;;11;11;;;;6;1;2;;;;;;;;;;;2;2;2;2;2;2;2;;1;2;1;2;1;1;;;;;;;;;;1
131213;2;08;08001;1;04;1;1;59;1;3;2;1;1;1;3;4;3;3;4;4;4;4;4;1;;;;;1;;;;1;;10;;;1;2;2;2;2;2;;;;;1;7;;19;4;6;;2;1;2;2;2;2;2;;1;;;;;;;1;3;5;;1;1;1;2;2;2;2;2;2;20;21;20;;;;;;;3;;2;;;;;;;;;;;2;2;1;2;1;2;1;;2;2;2;2;1;1;;;;;;;;;;1
131214;2;08;08001;1;03;1;1;15;1;2;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;5;;0;4;1;;2;2;2;2;2;2;;;;;;;;;;1;2;4;;2;2;1;2;2;2;2;2;2;;;14;;;;;;;3;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;1;1;2;1;1;;;;;;;;;;1
131215;2;08;08001;1;02;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;43;;;1;;;;;1
131216;2;08;08001;1;02;1;1;15;2;5;2;1;2;1;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;10;;0;4;2;;1;2;2;2;2;2;1;1;1;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
131217;2;05;05129;1;;1;1;59;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;1;2;2;2;2;2;;;;;2;1;;50;1;9;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;1;2;1;2;2;2;2;2;2;9;;9;;;;;;;3;;2;;;;;;;;;;;2;2;2;2;2;2;2;;1;2;2;2;2;1;;;;;;;;;;1
131218;2;08;08001;1;02;1;1;40;1;5;2;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;;;;;;1;10;;;2;2;2;2;2;;;;;;1;5;;0;5;7;;2;2;2;2;2;2;;;;;;;;;;1;3;1;;1;1;1;2;2;1;2;2;2;15;18;15;;;16;;;;6;1;2;;;;;;;;;;;2;2;1;2;2;2;1;;1;2;2;1;1;1;;;;;;;;;;1
131219;2;68;68276;1;01;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;32;1;;;;;;;1
131220;2;08;08001;1;04;1;1;42;2;3;1;1;1;2;4;4;3;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;4;2;9;;2;2;2;2;2;2;;;;;;;;;;2;13;5;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;2;2;2;2;1;;1;2;2;2;2;1;;;;;;;;;;1
131221;2;68;68276;1;02;1;1;33;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;12;5;1;;2;2;2;2;2;2;;;;;;;;;;1;3;1;;1;1;1;2;1;1;2;2;2;17;17;17;;17;17;;;;6;2;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
131222;2;08;08001;1;02;1;1;30;1;3;2;1;2;1;4;4;4;4;4;4;4;3;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;10;;0;4;2;;1;2;2;2;2;2;1;;1;;;;;;;2;13;4;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131223;2;08;08001;1;03;1;1;23;1;5;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;8;2;2;;1;2;2;2;2;2;1;1;;;;;;;;1;3;5;;1;2;2;2;2;2;2;2;2;14;;;;;;;;;1;;2;;;;;;;;;;;2;2;1;2;2;2;1;;1;2;2;2;1;1;;;;;;;;;;1
131224;2;08;08001;1;05;1;1;24;1;5;1;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;;1;;;;1;11;;;2;2;2;2;2;;;;;;1;7;;18;9;3;;1;1;2;2;2;2;1;1;1;;;;;;;2;13;5;;1;2;1;2;2;1;2;1;2;15;;18;;;20;;24;;6;2;2;;;;;;;;;;;2;2;1;2;2;2;1;;2;2;2;1;1;1;;;;;;;;;;1
131225;2;08;08001;1;03;1;1;42;1;5;2;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;1;;;;;;10;;;2;2;2;2;2;;;;;;1;5;;0;4;5;;1;2;2;2;2;2;1;;1;;;;;;1;1;3;5;;1;2;1;2;1;2;2;1;2;18;;18;;20;;;20;;3;;1;1;;;;;;;;;;2;2;1;2;2;2;1;;2;2;2;1;1;1;;;;;;;;;;1
131226;2;08;08001;1;01;1;1;38;1;5;1;1;1;2;4;4;4;4;4;4;4;4;3;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;20;4;3;;1;2;2;2;2;2;1;1;;;;;;;;1;3;5;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;2;;;;;;;1;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131227;2;08;08001;1;05;1;1;43;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;1;1;;;;;10;;;2;2;2;2;2;;;;;;1;5;;20;4;9;;2;1;2;2;2;2;2;;1;;;;;;;1;4;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;1;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
131228;2;08;08001;1;03;1;1;61;1;5;2;1;1;2;4;4;2;4;3;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;5;;5;4;6;;1;1;2;2;2;2;1;1;1;;;;;;1;1;6;1;;2;1;2;2;2;2;2;2;2;;40;;;;;;;;2;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131229;2;08;08001;1;02;1;1;59;1;3;2;1;1;2;4;3;4;3;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;2;;40;4;3;;2;2;2;2;2;2;;;;;;;;;;1;3;5;;2;1;2;2;2;2;2;2;2;;22;;;;;;;;2;;1;2;;1;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
131230;2;08;08001;1;02;1;1;28;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;1;1;;;;;;;;;;9;;;2;2;2;2;2;;;;;;2;7;;5;2;9;;2;2;2;2;2;2;;;;;;;;;;1;2;2;;1;1;1;2;2;2;2;2;2;10;10;11;;;;;;;1;;2;;;;;;;;;;;2;2;1;2;2;2;1;;1;2;2;2;2;1;;;;;;;;;;1
131231;2;08;08001;1;05;1;1;21;2;5;2;1;2;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;5;;0;4;1;;2;1;2;2;2;2;2;1;1;;;;;;;1;2;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;1;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131232;2;08;08001;1;01;1;1;19;1;3;1;1;1;2;3;4;4;4;3;3;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;5;;0;4;3;;1;2;2;2;2;2;1;1;;;;;;;;1;3;5;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;2;;;;;;;1;;;1;2;1;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
131233;2;08;08001;1;02;1;1;75;1;3;2;1;1;2;4;4;3;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;5;;2;4;3;;2;2;2;2;2;2;;;;;;;;;;2;13;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;2;;;;;;;;1;;2;2;2;2;2;2;2;;1;2;2;2;2;1;;;;;;;;;;1
131234;2;68;68276;1;07;1;1;38;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;2;1;;25;1;1;;2;2;2;2;2;2;;;;;;;;;;1;2;1;;1;1;1;1;2;1;2;2;2;10;12;12;12;;12;;;;6;1;2;;;;;;;;;;;1;1;1;1;2;2;1;;1;2;1;1;1;1;;;;;;;;;;1
131235;2;08;08001;1;03;1;1;36;2;5;2;1;1;1;4;4;3;4;4;3;4;4;4;2;;;;;;;;;;;;;;1;2;2;2;2;2;;;;;1;1;;3;2;6;;2;1;1;2;1;2;5;;1;;;;;;;1;5;4;;1;1;2;2;2;1;2;2;2;11;11;;;;11;;;;6;3;1;1;;;;;;;;;;2;2;2;2;2;1;1;;1;2;1;1;1;3;;;;;;;;;;1
131236;2;08;08001;1;02;1;1;39;1;5;1;1;1;2;4;4;4;4;4;4;4;4;3;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;2;7;9;;2;2;2;2;2;2;;;;;;;;;;1;3;5;;1;2;2;2;2;1;2;2;2;16;;;;;20;;;;1;;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;1;1;;;;;;;;;;1
131237;2;68;68276;1;07;1;1;33;2;3;1;1;1;2;4;4;4;4;4;3;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;6;1;3;;1;2;2;2;1;1;5;1;1;1;1;;;;;2;13;4;;1;2;2;2;2;1;2;2;2;12;;;;;14;;;;6;1;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131238;2;08;08001;1;04;1;1;29;1;3;1;1;2;2;3;4;3;4;3;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;5;;14;4;2;;1;2;2;2;2;2;1;;1;;;;;;;1;2;1;;2;1;1;2;2;2;2;2;2;;14;14;;;;;;;2;;2;;;;;;;;;;;2;2;1;2;2;2;1;;1;2;2;1;1;1;;;;;;;;;;1
131239;2;08;08001;1;03;1;1;60;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;4;;32;5;3;;1;2;2;2;2;2;1;1;;;;;;;;1;3;1;;1;1;2;2;2;2;2;2;2;30;30;;;;;;;;2;;1;2;;;;;;;;1;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131240;2;08;08001;1;02;1;1;36;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;20;2;9;;2;2;2;2;2;2;;;;;;;;;;1;4;5;;1;1;2;2;2;2;2;2;2;10;10;;;;;;;;2;;2;;;;;;;;;;;2;2;2;1;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
131241;2;68;68276;1;07;1;1;40;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;2;7;;32;7;9;;2;2;2;2;2;2;;;;;;;;;;1;4;3;;2;1;1;2;2;2;2;1;2;;13;9;;;;;18;;2;;1;2;;;;;;;1;;;2;2;2;2;2;2;1;;2;2;1;2;2;1;;;;;;;;;;1
131242;2;08;08001;1;01;1;1;29;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;15;1;9;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;2;2;1;2;2;1;2;2;2;;;12;;;19;;;;6;1;2;;;;;;;;;;;2;2;1;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
131243;2;08;08001;1;03;1;1;31;1;3;1;1;1;2;3;4;3;4;4;4;4;4;3;1;;;;;;1;;;;;10;;;2;2;2;2;2;;;;;;1;6;;12;5;3;;2;1;2;2;2;2;2;;1;;;;;;;2;13;4;;2;2;1;2;1;1;2;1;2;;;12;;12;12;;12;;5;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
